Channel|Center|Kode|Item|Category |Group|Size|Satuan|Type|Month|Forecast Branch|Forecast Machine (Branch)|Forecast Headquarter (Branch+HO)|"Forecast Machine Headquarter (Branch+HO)
"|Avg Gross Weight (kg/unit)|Avg Volume (m³/unit)
AG|DC SERANG|032|Rimpang|LOCAL|RICE|72X50 GR|BT|Looked|APR 2026|6|6|14|6|5.00|1,000.000
AG|DC SERANG|033|Dodol|LOCAL|WATER|72X50 GR|BT|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AG|DC SERANG|034|Uli|LOCAL|WATER|72X50 GR|CAN|Blue|APR 2026|0|9|17|0|0.80|2,600.000
AG|DC SERANG|035|Singkong|LOCAL|WATER|72X50 GR|CAN|Blue|APR 2026|0|11|19|0|2.00|2,100.000
AG|DC SERANG|037|Ubi|LOCAL|WATER|72X50 GR|CAN|Blue|APR 2026|3|3|11|2|2.00|2,100.000
AG|DC SERANG|038|Terong|LOCAL|WATER|72X50 GR|CAN|Blue|APR 2026|6|6|14|6|5.20|2,500.000
AG|DC SERANG|040|Kacang|LOCAL|WATER|72X50 GR|BT|Blue|APR 2026|2|2|10|2|5.00|2,100.000
AG|DC SERANG|041|Toge|LOCAL|WATER|72X50 GR|CAN|Blue|APR 2026|0|11|19|0|5.00|1,000.000
AG|DC SERANG|042|Tomat|LOCAL|WATER|72X50 GR|CAN|Blue|APR 2026|92|92|100|92|5.20|1,000.000
AG|DC SERANG|044|Bombay|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|5.50|1,000.000
AG|DC SERANG|001|Cabe|LOCAL|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|5.00|2,000.000
AG|DC SERANG|004|Terong|LOCAL|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|9|9|17|6|5.20|2,500.000
AG|DC SERANG|008|Kentang|LOCAL|LIGHT|72X50 GR|CAN|Cucumber|APR 2026|1|2|9|1|2.00|3,378.000
AG|DC SERANG|009|Daging|LOCAL|LIGHT|72X50 GR|CAR|Cucumber|APR 2026|0|0|8|0|2.50|6,600.000
AG|DC SERANG|010|Ikan |LOCAL|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|8.50|3,500.000
AG|DC SERANG|011|Bawang|LOCAL|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|6|14|0|5.50|2,000.000
AG|DC SERANG|012|Kopi|LOCAL|LIGHT|72X50 GR|CAR|Cucumber|APR 2026|0|0|8|0|0.50|1,500.000
AG|DC SERANG|013|Susu|LOCAL|ROUND|72X50 GR|CAR|Oaka|APR 2026|0|0|8|0|5.00|1,500.000
AG|DC SERANG|014|Jahe|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AG|DC SERANG|015|Kunyit|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AG|DC SERANG|016|Asam|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|0|71|79|0|0.50|2,000.000
AG|DC SERANG|017|Gula|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|190|190|198|5|5.00|2,000.000
AG|DC SERANG|018|Aren|LOCAL|ROUND|72X50 GR|BT|Oaka|APR 2026|28|28|36|28|5.00|2,000.000
AG|DC SERANG|019|Garam|LOCAL|ROUND|72X50 GR|CAN|Oaka|APR 2026|7|7|15|7|5.00|2,000.000
AG|DC SERANG|020|Kemiri|LOCAL|ROUND|72X50 GR|PAC|Oaka|APR 2026|63|63|71|63|0.50|1,000.000
AG|DC SERANG|021|Merica|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|19|19|27|6|0.30|1,000.000
AG|DC SERANG|022|Lada|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|6|6|14|6|0.30|1,000.000
AG|DC SERANG|023|Mie|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|2|2|10|2|0.80|3,800.000
AG|DC SERANG|024|Beras|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|2|2|10|2|5.00|800.000
AG|DC SERANG|025|Sirup|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|12|12|20|12|5.20|1,200.000
AG|DC SERANG|026|Moka|LOCAL|RICE|72X50 GR|KG|Looked|APR 2026|0|42|50|0|0.50|1,200.000
AG|DC SERANG|027|Minyak|LOCAL|RICE|72X50 GR|KG|Looked|APR 2026|14|14|22|11|5.00|2,200.000
AG|DC SERANG|028|Sabun Colek|LOCAL|RICE|72X50 GR|PAC|Looked|APR 2026|318|318|326|318|5.00|1,900.000
AG|DC SERANG|029|Sabun Mandi|LOCAL|RICE|72X50 GR|PAC|Looked|APR 2026|1|1|9|1|0.50|800.000
AG|DC SERANG|030|Sampo|LOCAL|RICE|72X50 GR|CAN|Looked|APR 2026|372|372|380|372|0.40|800.000
AG|DC SERANG|031|Wijen|LOCAL|RICE|72X50 GR|KG|Looked|APR 2026|110|110|118|110|0.50|1,000.000
AG|DC SERANG|032|Rimpang|LOCAL|RICE|72X50 GR|KG|Looked|APR 2026|69|69|77|69|5.00|1,000.000
AG|DC SERANG|033|Dodol|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|300|308|0|0.80|2,600.000
AG|DC SERANG|034|Uli|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AG|DC SERANG|035|Singkong|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|17|17|15|0|2.00|2,100.000
AI|DC JONGGOL|038|Terong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|5|5|13|8|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|6|6|14|8|5.00|2,100.000
AI|DC JONGGOL|041|Toge|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|3|3|11|0|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|LOCAL|WATER|72X50 GR|CAR|Blue|APR 2026|831|831|839|937|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|LOCAL|WATER|72X50 GR|CAR|Blue|APR 2026|3,306|3,306|3,314|3,568|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|LOCAL|LIGHT|72X50 GR|PL|Cucumber|APR 2026|1,016|1,016|1,024|1,118|5.00|2,000.000
AI|DC JONGGOL|004|Terong|LOCAL|LIGHT|72X50 GR|PL|Cucumber|APR 2026|42|42|50|45|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|LOCAL|LIGHT|72X50 GR|PL|Cucumber|APR 2026|32|32|40|40|2.00|3,378.000
AI|DC JONGGOL|009|Daging|LOCAL|LIGHT|72X50 GR|PL|Cucumber|APR 2026|81|81|89|105|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |LOCAL|LIGHT|72X50 GR|PL|Cucumber|APR 2026|462|462|470|470|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|LOCAL|LIGHT|72X50 GR|PL|Cucumber|APR 2026|3,050|3,050|3,058|3,979|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|LOCAL|LIGHT|72X50 GR|PL|Cucumber|APR 2026|63|63|71|67|0.50|1,500.000
AI|DC JONGGOL|013|Susu|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|29|29|37|29|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|13|13|21|11|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|55|55|76|73|5.00|2,000.000
AI|DC JONGGOL|016|Asam|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|3|3|11|1|0.50|2,000.000
AI|DC JONGGOL|017|Gula|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|24|24|32|32|5.00|2,000.000
AI|DC JONGGOL|018|Aren|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|501|0|8|342|5.00|2,000.000
AI|DC JONGGOL|019|Garam|LOCAL|ROUND|72X50 GR|CAR|Oaka|APR 2026|744|744|752|736|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|0.50|1,000.000
AI|DC JONGGOL|021|Merica|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|23|23|31|49|0.30|1,000.000
AI|DC JONGGOL|022|Lada|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AI|DC JONGGOL|023|Mie|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|9|9|17|42|0.80|3,800.000
AI|DC JONGGOL|024|Beras|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|147|147|155|236|5.00|800.000
AI|DC JONGGOL|025|Sirup|LOCAL|ROUND|72X50 GR|PL|Oaka|APR 2026|52|52|60|52|5.20|1,200.000
AI|DC JONGGOL|026|Moka|LOCAL|RICE|72X50 GR|PL|Looked|APR 2026|100|100|108|132|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|LOCAL|RICE|72X50 GR|CAR|Looked|APR 2026|142|142|150|367|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|LOCAL|RICE|72X50 GR|CAR|Looked|APR 2026|170|170|178|180|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|LOCAL|RICE|72X50 GR|CAR|Looked|APR 2026|100|100|108|198|0.50|800.000
AI|DC JONGGOL|030|Sampo|LOCAL|RICE|72X50 GR|CAR|Looked|APR 2026|120|120|128|146|0.40|800.000
AI|DC JONGGOL|031|Wijen|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|28,059|28,059|28,067|55,747|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|201|201|209|164|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|LOCAL|WATER|72X50 GR|CAR|Blue|APR 2026|2|2|10|0|0.80|2,600.000
AI|DC JONGGOL|034|Uli|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|16|16|24|30|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|1|1|9|0|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|LOCAL|WATER|72X50 GR|BAG|Blue|APR 2026|4|4|12|6|2.00|2,100.000
AI|DC JONGGOL|038|Terong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|1,446|1,446|1,454|1,808|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|171|171|179|172|5.00|2,100.000
AI|DC JONGGOL|041|Toge|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|8,708|8,708|8,716|6,707|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|5,500|5,500|5,508|4,707|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|1,306|1,306|1,314|1,768|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|147|147|155|245|5.00|2,000.000
AI|DC JONGGOL|004|Terong|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|5|5|13|43|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|27,760|2.00|3,378.000
AI|DC JONGGOL|009|Daging|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|597|597|605|624|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|48,747|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|1|1|9|0|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|1|1|9|0|0.50|1,500.000
AI|DC JONGGOL|013|Susu|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|0|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|0|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|0|5.00|2,000.000
AI|DC JONGGOL|016|Asam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|23|23|31|25|0.50|2,000.000
AI|DC JONGGOL|017|Gula|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|176|176|184|219|5.00|2,000.000
AI|DC JONGGOL|018|Aren|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|959|959|967|1,229|5.00|2,000.000
AI|DC JONGGOL|019|Garam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|172|172|180|252|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|170|170|178|324|0.50|1,000.000
AI|DC JONGGOL|021|Merica|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|150|150|158|96|0.30|1,000.000
AI|DC JONGGOL|022|Lada|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|163|163|171|360|0.30|1,000.000
AI|DC JONGGOL|023|Mie|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|232|232|240|192|0.80|3,800.000
AI|DC JONGGOL|024|Beras|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|143|143|151|756|5.00|800.000
AI|DC JONGGOL|025|Sirup|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|189|189|197|349|5.20|1,200.000
AI|DC JONGGOL|026|Moka|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|34|34|42|72|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|5|5|13|8|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|159|159|167|269|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|36|36|44|57|0.50|800.000
AI|DC JONGGOL|030|Sampo|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|7|7|15|4|0.40|800.000
AI|DC JONGGOL|031|Wijen|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|2|2|10|8|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|2,952|2,952|2,960|4,992|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|8|8|16|24|0.80|2,600.000
AI|DC JONGGOL|034|Uli|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|189|189|197|172|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|23|23|31|25|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|LOCAL|WATER|72X50 GR|CAR|Blue|APR 2026|3,921|3,921|3,929|7,316|2.00|2,100.000
AI|DC JONGGOL|038|Terong|LOCAL|WATER|72X50 GR|BAG|Blue|APR 2026|22|22|30|49|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|27|27|35|72|5.00|2,100.000
AI|DC JONGGOL|041|Toge|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|1,743|1,743|1,751|1,472|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|980|980|988|516|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|1|1|9|0|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|283|283|291|392|5.00|2,000.000
AI|DC JONGGOL|004|Terong|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|369|369|377|362|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|1,203|1,203|1,211|2,368|2.00|3,378.000
AI|DC JONGGOL|009|Daging|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|255|255|263|238|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|109|109|117|70|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|3,400|3,400|3,408|8,508|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|412|412|420|612|0.50|1,500.000
AI|DC JONGGOL|013|Susu|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|257|257|265|356|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|77|77|85|530|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|816|816|824|816|5.00|2,000.000
AI|DC JONGGOL|016|Asam|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|26|26|34|26|0.50|2,000.000
AI|DC JONGGOL|017|Gula|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|324|324|332|324|5.00|2,000.000
AI|DC JONGGOL|018|Aren|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|214|214|222|214|5.00|2,000.000
AI|DC JONGGOL|019|Garam|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|0|84|117|0|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|54|54|62|41|0.50|1,000.000
AI|DC JONGGOL|021|Merica|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|31|31|39|25|0.30|1,000.000
AI|DC JONGGOL|022|Lada|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|25|25|33|25|0.30|1,000.000
AI|DC JONGGOL|023|Mie|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|8|8|20|12|0.80|3,800.000
AI|DC JONGGOL|024|Beras|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|0|0|8|0|5.00|800.000
AI|DC JONGGOL|025|Sirup|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|4|4|12|4|5.20|1,200.000
AI|DC JONGGOL|026|Moka|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|7|7|15|7|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|3|3|11|3|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|2|2|10|2|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|96|96|104|68|0.50|800.000
AI|DC JONGGOL|030|Sampo|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|170|170|178|170|0.40|800.000
AI|DC JONGGOL|031|Wijen|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|9|9|17|7|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|31|31|39|31|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|10|18|0|0.80|2,600.000
AI|DC JONGGOL|034|Uli|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|1|1|9|1|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|1|1|9|1|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|191|191|199|191|2.00|2,100.000
AI|DC JONGGOL|038|Terong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|10|10|18|10|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|7,523|7,523|7,531|7,523|5.00|2,100.000
AI|DC JONGGOL|041|Toge|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|3|11|0|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|6|14|0|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|167|167|175|167|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|130|138|0|5.00|2,000.000
AI|DC JONGGOL|004|Terong|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|147|147|155|147|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|55|63|0|2.00|3,378.000
AI|DC JONGGOL|009|Daging|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|8|8|16|8|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|40|40|48|40|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|37|37|45|37|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|26|26|34|38|0.50|1,500.000
AI|DC JONGGOL|013|Susu|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|175|175|183|175|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|13|13|21|716|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|2,674|2,674|2,682|3,758|5.00|2,000.000
AI|DC JONGGOL|016|Asam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|0|0.50|2,000.000
AI|DC JONGGOL|017|Gula|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|8|5.00|2,000.000
AI|DC JONGGOL|018|Aren|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|3|3|11|62|5.00|2,000.000
AI|DC JONGGOL|019|Garam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|20|5.00|2,000.000
AI|DC JONGGOL|020|Kemiri|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|68,496|68,496|68,504|98,088|0.50|1,000.000
AI|DC JONGGOL|021|Merica|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|56|56|64|104|0.30|1,000.000
AI|DC JONGGOL|022|Lada|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|11|11|19|28|0.30|1,000.000
AI|DC JONGGOL|023|Mie|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|25|25|33|180|0.80|3,800.000
AI|DC JONGGOL|024|Beras|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|55|55|63|140|5.00|800.000
AI|DC JONGGOL|025|Sirup|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|35|35|43|484|5.20|1,200.000
AI|DC JONGGOL|026|Moka|LOCAL|RICE|72X50 GR|CAR|Looked|APR 2026|0|0|8|1,667|0.50|1,200.000
AI|DC JONGGOL|027|Minyak|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|5,354|5,354|5,362|6,856|5.00|2,200.000
AI|DC JONGGOL|028|Sabun Colek|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|0|8|0|5.00|1,900.000
AI|DC JONGGOL|029|Sabun Mandi|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|1|1|9|0|0.50|800.000
AI|DC JONGGOL|030|Sampo|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|3|3|11|1|0.40|800.000
AI|DC JONGGOL|031|Wijen|LOCAL|RICE|72X50 GR|BAG|Looked|APR 2026|3|3|11|5|0.50|1,000.000
AI|DC JONGGOL|032|Rimpang|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|1|1|9|0|5.00|1,000.000
AI|DC JONGGOL|033|Dodol|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|8|8|9|4|0.80|2,600.000
AI|DC JONGGOL|034|Uli|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|372|372|380|340|0.80|2,600.000
AI|DC JONGGOL|035|Singkong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|674|674|682|775|2.00|2,100.000
AI|DC JONGGOL|037|Ubi|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|236|236|244|244|2.00|2,100.000
AI|DC JONGGOL|038|Terong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|1,742|1,742|1,750|1,907|5.20|2,500.000
AI|DC JONGGOL|040|Kacang|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|8|8|16|0|5.00|2,100.000
AI|DC JONGGOL|041|Toge|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|1|1|9|0|5.00|1,000.000
AI|DC JONGGOL|042|Tomat|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|17|17|25|29|5.20|1,000.000
AI|DC JONGGOL|044|Bombay|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|7|7|15|20|5.50|1,000.000
AI|DC JONGGOL|001|Cabe|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|3|3|11|18|5.00|2,000.000
AI|DC JONGGOL|004|Terong|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|3|3|11|18|5.20|2,500.000
AI|DC JONGGOL|008|Kentang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|2|2|10|16|2.00|3,378.000
AI|DC JONGGOL|009|Daging|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|2|2|10|12|2.50|6,600.000
AI|DC JONGGOL|010|Ikan |LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|5|5|9|12|8.50|3,500.000
AI|DC JONGGOL|011|Bawang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|5,326|5,326|5,334|3,712|5.50|2,000.000
AI|DC JONGGOL|012|Kopi|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|5,450|5,450|5,458|7,816|0.50|1,500.000
AI|DC JONGGOL|013|Susu|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|60|60|68|8|5.00|1,500.000
AI|DC JONGGOL|014|Jahe|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|114|114|122|136|5.00|2,000.000
AI|DC JONGGOL|015|Kunyit|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|451|451|459|296|5.00|2,000.000
AI|DC JONGGOL|016|Asam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|83|83|91|24|0.50|2,000.000
